 ,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen169,0,0,0,0,0,0,0.14,0,121.04,726.65,718.271,969.048,1136.703,1178.901,1412.275,861.489,814.214,424.672,186.605,118.478,0,0,0,0
scen170,0,0,0,0,0,0,0,28.047,90.286,469.86,863.394,241.198,598.683,917.094,668.307,974.24,515.079,408.265,171.12,135.527,0,0,0,0
scen171,0,0,0,0,0,0,0,43.096,107.334,927.272,1062.742,1243.534,1228.711,1217.543,1279.781,975.204,740.423,441.808,181.915,122.887,0,0,0,0
scen172,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen173,0,0,0,0,0,0,0.656,23.199,127.183,824.664,613.651,969.371,1558.213,1242.268,1276.27,921.653,758.84,367.585,197.348,122.91,0,0,0,0
scen174,0,0,0,0,0,0,0.746,22.841,113.908,815.814,1292.366,807.864,1150.483,1155.521,1167.039,908.818,843.065,440.996,201.053,119.428,0,0,0,0
scen175,0,0,0,0,0,0,1.617,47.721,155.603,600.331,894.514,546.477,942.144,1256.68,1269.543,861.398,708.559,467.53,185.359,109.273,0,0,0,0
scen176,0,0,0,0,0,0,0.287,21.103,201.351,719.667,1224.564,1093.827,1085.592,1199.682,1179.229,947.486,817.109,493.737,177.582,109.179,0,0,0,0
scen177,0,0,0,0,0,0,0,11.423,95.506,772.285,967.25,801.232,1165.68,1475.968,1119.069,892.3,746.856,402.288,190.637,108.193,0,0,0,0
scen178,0,0,0,0,0,0,0,52.568,97.42,704.08,724.394,1070.625,1130.52,1279.554,1101.035,976.193,797.376,477.506,199.658,121.411,0,0,0,0
scen179,0,0,0,0,0,0,0,14.655,67.676,743.722,442.281,1045.015,1165.237,858.001,1175.101,930.205,776.206,437.6,148.956,136.252,0,0,0,0
scen180,0,0,0,0,0,0,0.719,21.287,69.261,631.301,753.042,1412.387,1228.921,1088.073,1044.168,997.284,722.072,448.695,189.599,105.865,0,0,0,0
scen181,0,0,0,0,0,0,0.326,21.842,118.296,466.895,1188.308,1344.922,1308.077,1130.729,1003.485,990.177,703.31,441.846,180.49,108.925,0,0,0,0
scen182,0,0,0,0,0,0,0.579,39.863,33.264,729.779,886.644,1032.545,760.42,1530.313,1070.536,893.143,759.713,446.504,181.987,118.638,0,0,0,0
scen183,0,0,0,0,0,0,0,15.655,203.368,662.603,1008.119,830.132,1249.315,866.989,1108.759,972.708,713.977,546.98,182.092,132.072,0,0,0,0
scen184,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen185,0,0,0,0,0,0,0.064,1.313,150.159,792.689,1045.607,1393.848,1224.42,1407.826,1143.764,1083.661,737.26,486.873,195.342,122.787,0,0,0,0
scen186,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen187,0,0,0,0,0,0,0.752,0,112.872,742.991,773.425,1180.173,1141.605,1382.252,930.602,812.056,836.269,498.684,163.285,127.535,0,0,0,0
scen188,0,0,0,0,0,0,0,38.188,85.683,662.275,912.566,1135.074,944.978,1462.997,1267.726,987.323,717.93,471.268,233.264,130.697,0,0,0,0
scen189,0,0,0,0,0,0,0,29.781,180.579,819.226,978.23,964.817,967.625,1239.398,907.558,959.427,801.517,526.008,198.106,133.954,0,0,0,0
scen190,0,0,0,0,0,0,0.552,14.589,115.839,871.046,926.695,936.516,1160.472,993.295,1170.605,810.247,806.451,509.022,180.42,138.466,0,0,0,0
scen191,0,0,0,0,0,0,0,22.56,44.015,739.855,760.66,1391.715,809.536,1273.291,1200.464,984.419,765.611,424.337,200.823,136.035,0,0,0,0
scen192,0,0,0,0,0,0,0,37.642,166.64,644.968,903.384,1205.372,1368.498,921.978,1199.635,956.374,820.386,436.019,208.903,123.807,0,0,0,0
scen193,0,0,0,0,0,0,0.815,29.175,146.158,579.984,916.843,1141.537,1385.912,1437.561,1192.701,1000.849,796.633,448.673,176.701,127.33,0,0,0,0
scen194,0,0,0,0,0,0,0.566,28.951,197.359,867.659,1048.333,1606.418,1152.506,1253.885,958.523,934.109,808.522,472.384,218.274,107.482,0,0,0,0
scen195,0,0,0,0,0,0,0.357,18.95,84.744,734.613,654.274,1037.3,935.992,1046.685,930.059,908.092,702.479,416.133,183.129,110.143,0,0,0,0
scen196,0,0,0,0,0,0,0.967,26.71,131.74,516.57,1073.375,792.67,1024.292,1286.697,1064.985,1106.941,723.485,421.596,188.923,111.49,0,0,0,0
scen197,0,0,0,0,0,0,0.893,8.3,142.702,749.304,1356.93,1140.93,1179.624,992.711,1209.549,921.176,879.589,461.212,147.072,117.785,0,0,0,0
scen198,0,0,0,0,0,0,0,14.302,70.027,636.915,870.074,1121.873,1308.478,1155.378,920.878,992.216,838.726,480.982,215.897,122.906,0,0,0,0
scen199,0,0,0,0,0,0,0.274,15.06,102.341,775.385,843.171,1044.479,859.044,1055.999,1130.957,947.283,702.903,429.716,212.232,134.606,0,0,0,0
scen200,0,0,0,0,0,0,0.242,0,96.522,837.968,984.365,1063.323,1470.638,1471.858,1195.004,986.561,887.737,473.868,204.099,139.01,0,0,0,0
scen201,0,0,0,0,0,0,0,16.523,102.404,872.621,1136.633,1223.934,942.278,957.261,1235.701,890.467,755.963,490.29,186.401,137.679,0,0,0,0
scen202,0,0,0,0,0,0,0.14,0,121.04,726.65,718.271,969.048,1136.703,1178.901,1412.275,861.489,814.214,424.672,186.605,118.478,0,0,0,0
scen203,0,0,0,0,0,0,0.344,16.739,93.293,750.095,925.438,1113.547,1166.761,985.923,965.702,1127.676,754.95,515.136,188.203,134.066,0,0,0,0
scen204,0,0,0,0,0,0,0,52.568,97.42,704.08,724.394,1070.625,1130.52,1279.554,1101.035,976.193,797.376,477.506,199.658,121.411,0,0,0,0
scen205,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen206,0,0,0,0,0,0,0.287,5.004,231.265,653.801,1158.701,959.463,1333.76,1243.062,1046.771,966.262,788.624,424.55,164.441,124.632,0,0,0,0
scen207,0,0,0,0,0,0,1.385,16.823,100.073,749.69,794.221,663.704,1401.218,1094.035,872.572,844.356,673.033,467.886,162.415,147.136,0,0,0,0
scen208,0,0,0,0,0,0,0,11.423,95.506,772.285,967.25,801.232,1165.68,1475.968,1119.069,892.3,746.856,402.288,190.637,108.193,0,0,0,0
scen209,0,0,0,0,0,0,0,14.655,67.676,743.722,442.281,1045.015,1165.237,858.001,1175.101,930.205,776.206,437.6,148.956,136.252,0,0,0,0
scen210,0,0,0,0,0,0,0,43.096,107.334,927.272,1062.742,1243.534,1228.711,1217.543,1279.781,975.204,740.423,441.808,181.915,122.887,0,0,0,0
scen211,0,0,0,0,0,0,0,15.655,203.368,662.603,1008.119,830.132,1249.315,866.989,1108.759,972.708,713.977,546.98,182.092,132.072,0,0,0,0
scen212,0,0,0,0,0,0,0.656,23.199,127.183,824.664,613.651,969.371,1558.213,1242.268,1276.27,921.653,758.84,367.585,197.348,122.91,0,0,0,0
scen213,0,0,0,0,0,0,0.746,22.841,113.908,815.814,1292.366,807.864,1150.483,1155.521,1167.039,908.818,843.065,440.996,201.053,119.428,0,0,0,0
scen214,0,0,0,0,0,0,1.617,47.721,155.603,600.331,894.514,546.477,942.144,1256.68,1269.543,861.398,708.559,467.53,185.359,109.273,0,0,0,0
scen215,0,0,0,0,0,0,0.287,21.103,201.351,719.667,1224.564,1093.827,1085.592,1199.682,1179.229,947.486,817.109,493.737,177.582,109.179,0,0,0,0
scen216,0,0,0,0,0,0,0.815,29.175,146.158,579.984,916.843,1141.537,1385.912,1437.561,1192.701,1000.849,796.633,448.673,176.701,127.33,0,0,0,0
scen217,0,0,0,0,0,0,0,12.552,112.63,614.011,1038.926,944.482,858.072,1238.356,1038.929,965.597,789.999,458.724,162.733,121.928,0,0,0,0
scen218,0,0,0,0,0,0,0.272,7.095,146.635,665.705,1152.203,944.508,1044.423,959.049,1012.69,1007.874,786.411,479.33,152.821,125.845,0,0,0,0
scen219,0,0,0,0,0,0,0.719,21.287,69.261,631.301,753.042,1412.387,1228.921,1088.073,1044.168,997.284,722.072,448.695,189.599,105.865,0,0,0,0
scen220,0,0,0,0,0,0,0.326,21.842,118.296,466.895,1188.308,1344.922,1308.077,1130.729,1003.485,990.177,703.31,441.846,180.49,108.925,0,0,0,0
scen221,0,0,0,0,0,0,0.579,39.863,33.264,729.779,886.644,1032.545,760.42,1530.313,1070.536,893.143,759.713,446.504,181.987,118.638,0,0,0,0
scen222,0,0,0,0,0,0,0,20.365,111.09,576.787,1077.675,1424.482,944.257,1296.583,947.914,828.002,820.32,414.277,175.767,134.853,0,0,0,0
scen223,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen224,0,0,0,0,0,0,0.064,1.313,150.159,792.689,1045.607,1393.848,1224.42,1407.826,1143.764,1083.661,737.26,486.873,195.342,122.787,0,0,0,0
scen225,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen226,0,0,0,0,0,0,0.752,0,112.872,742.991,773.425,1180.173,1141.605,1382.252,930.602,812.056,836.269,498.684,163.285,127.535,0,0,0,0
scen227,0,0,0,0,0,0,0,38.188,85.683,662.275,912.566,1135.074,944.978,1462.997,1267.726,987.323,717.93,471.268,233.264,130.697,0,0,0,0
scen228,0,0,0,0,0,0,0,29.781,180.579,819.226,978.23,964.817,967.625,1239.398,907.558,959.427,801.517,526.008,198.106,133.954,0,0,0,0
scen229,0,0,0,0,0,0,0.552,14.589,115.839,871.046,926.695,936.516,1160.472,993.295,1170.605,810.247,806.451,509.022,180.42,138.466,0,0,0,0
scen230,0,0,0,0,0,0,0,22.56,44.015,739.855,760.66,1391.715,809.536,1273.291,1200.464,984.419,765.611,424.337,200.823,136.035,0,0,0,0
scen231,0,0,0,0,0,0,0,37.642,166.64,644.968,903.384,1205.372,1368.498,921.978,1199.635,956.374,820.386,436.019,208.903,123.807,0,0,0,0
scen232,0,0,0,0,0,0,0,28.047,90.286,469.86,863.394,241.198,598.683,917.094,668.307,974.24,515.079,408.265,171.12,135.527,0,0,0,0
scen233,0,0,0,0,0,0,0.566,28.951,197.359,867.659,1048.333,1606.418,1152.506,1253.885,958.523,934.109,808.522,472.384,218.274,107.482,0,0,0,0
scen234,0,0,0,0,0,0,0.357,18.95,84.744,734.613,654.274,1037.3,935.992,1046.685,930.059,908.092,702.479,416.133,183.129,110.143,0,0,0,0
scen235,0,0,0,0,0,0,0.967,26.71,131.74,516.57,1073.375,792.67,1024.292,1286.697,1064.985,1106.941,723.485,421.596,188.923,111.49,0,0,0,0
scen236,0,0,0,0,0,0,0.893,8.3,142.702,749.304,1356.93,1140.93,1179.624,992.711,1209.549,921.176,879.589,461.212,147.072,117.785,0,0,0,0
scen237,0,0,0,0,0,0,0,14.302,70.027,636.915,870.074,1121.873,1308.478,1155.378,920.878,992.216,838.726,480.982,215.897,122.906,0,0,0,0
scen238,0,0,0,0,0,0,0.274,15.06,102.341,775.385,843.171,1044.479,859.044,1055.999,1130.957,947.283,702.903,429.716,212.232,134.606,0,0,0,0
scen239,0,0,0,0,0,0,0.242,0,96.522,837.968,984.365,1063.323,1470.638,1471.858,1195.004,986.561,887.737,473.868,204.099,139.01,0,0,0,0
scen240,0,0,0,0,0,0,0.613,24.445,105.798,572.729,1335.096,1025.757,924.067,1330.66,1089.2,1193.791,776.465,512.335,177.528,128.456,0,0,0,0
scen241,0,0,0,0,0,0,0,17.727,71.034,659.532,861.168,1142.682,970.398,1064.8,954.424,865.083,803.877,494.963,225.631,141.366,0,0,0,0
scen242,0,0,0,0,0,0,0.919,15.123,0,661.735,1187.759,1050.405,1129.996,1518.042,972.147,938.715,757.073,437.688,181.73,108.261,0,0,0,0
scen243,0,0,0,0,0,0,0,0.953,99.278,791.364,866.449,842.698,981.712,1233.492,1232.985,965.032,753.234,395.585,236.389,108.652,0,0,0,0
scen244,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen245,0,0,0,0,0,0,0,43.096,107.334,927.272,1062.742,1243.534,1228.711,1217.543,1279.781,975.204,740.423,441.808,181.915,122.887,0,0,0,0
scen246,0,0,0,0,0,0,0.287,5.004,231.265,653.801,1158.701,959.463,1333.76,1243.062,1046.771,966.262,788.624,424.55,164.441,124.632,0,0,0,0
scen247,0,0,0,0,0,0,0,11.423,95.506,772.285,967.25,801.232,1165.68,1475.968,1119.069,892.3,746.856,402.288,190.637,108.193,0,0,0,0
scen248,0,0,0,0,0,0,0.837,1.582,126.06,780.033,676.161,861.723,1400.806,1081.175,919.81,831.559,592.86,521.749,198.376,110.924,0,0,0,0
scen249,0,0,0,0,0,0,0.746,22.841,113.908,815.814,1292.366,807.864,1150.483,1155.521,1167.039,908.818,843.065,440.996,201.053,119.428,0,0,0,0
scen250,0,0,0,0,0,0,0,14.118,0,797.202,1126.222,1375.842,993.235,1113.559,1259.327,1022.639,747.216,526.133,166.377,110.345,0,0,0,0
scen251,0,0,0,0,0,0,0,12.552,112.63,614.011,1038.926,944.482,858.072,1238.356,1038.929,965.597,789.999,458.724,162.733,121.928,0,0,0,0
scen252,0,0,0,0,0,0,0,14.655,67.676,743.722,442.281,1045.015,1165.237,858.001,1175.101,930.205,776.206,437.6,148.956,136.252,0,0,0,0
scen253,0,0,0,0,0,0,0.579,39.863,33.264,729.779,886.644,1032.545,760.42,1530.313,1070.536,893.143,759.713,446.504,181.987,118.638,0,0,0,0
scen254,0,0,0,0,0,0,0,15.655,203.368,662.603,1008.119,830.132,1249.315,866.989,1108.759,972.708,713.977,546.98,182.092,132.072,0,0,0,0
scen255,0,0,0,0,0,0,0.656,23.199,127.183,824.664,613.651,969.371,1558.213,1242.268,1276.27,921.653,758.84,367.585,197.348,122.91,0,0,0,0
scen256,0,0,0,0,0,0,0,33.555,98.864,713.01,931.558,906.109,1213.733,1364.471,1441.832,919.227,787.343,438.265,237.811,134.619,0,0,0,0
scen257,0,0,0,0,0,0,1.617,47.721,155.603,600.331,894.514,546.477,942.144,1256.68,1269.543,861.398,708.559,467.53,185.359,109.273,0,0,0,0
scen258,0,0,0,0,0,0,0.287,21.103,201.351,719.667,1224.564,1093.827,1085.592,1199.682,1179.229,947.486,817.109,493.737,177.582,109.179,0,0,0,0
scen259,0,0,0,0,0,0,0.815,29.175,146.158,579.984,916.843,1141.537,1385.912,1437.561,1192.701,1000.849,796.633,448.673,176.701,127.33,0,0,0,0
scen260,0,0,0,0,0,0,1.028,25.706,85.872,753.605,972.986,1305.375,1210.991,1036.311,1063.688,1114.473,757.192,524.785,202.532,141.889,0,0,0,0
scen261,0,0,0,0,0,0,0.272,7.095,146.635,665.705,1152.203,944.508,1044.423,959.049,1012.69,1007.874,786.411,479.33,152.821,125.845,0,0,0,0
scen262,0,0,0,0,0,0,0.719,21.287,69.261,631.301,753.042,1412.387,1228.921,1088.073,1044.168,997.284,722.072,448.695,189.599,105.865,0,0,0,0
scen263,0,0,0,0,0,0,0.326,21.842,118.296,466.895,1188.308,1344.922,1308.077,1130.729,1003.485,990.177,703.31,441.846,180.49,108.925,0,0,0,0
scen264,0,0,0,0,0,0,0.605,34.494,120.689,704.873,599.236,1007.052,1030.432,1481.7,1196.104,894.957,769.122,438.339,165.255,107.281,0,0,0,0
scen265,0,0,0,0,0,0,0,20.365,111.09,576.787,1077.675,1424.482,944.257,1296.583,947.914,828.002,820.32,414.277,175.767,134.853,0,0,0,0
scen266,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen267,0,0,0,0,0,0,0.064,1.313,150.159,792.689,1045.607,1393.848,1224.42,1407.826,1143.764,1083.661,737.26,486.873,195.342,122.787,0,0,0,0
scen268,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen269,0,0,0,0,0,0,0.752,0,112.872,742.991,773.425,1180.173,1141.605,1382.252,930.602,812.056,836.269,498.684,163.285,127.535,0,0,0,0
scen270,0,0,0,0,0,0,0,38.188,85.683,662.275,912.566,1135.074,944.978,1462.997,1267.726,987.323,717.93,471.268,233.264,130.697,0,0,0,0
scen271,0,0,0,0,0,0,0,29.781,180.579,819.226,978.23,964.817,967.625,1239.398,907.558,959.427,801.517,526.008,198.106,133.954,0,0,0,0
scen272,0,0,0,0,0,0,0.552,14.589,115.839,871.046,926.695,936.516,1160.472,993.295,1170.605,810.247,806.451,509.022,180.42,138.466,0,0,0,0
scen273,0,0,0,0,0,0,0,22.56,44.015,739.855,760.66,1391.715,809.536,1273.291,1200.464,984.419,765.611,424.337,200.823,136.035,0,0,0,0
scen274,0,0,0,0,0,0,0,37.642,166.64,644.968,903.384,1205.372,1368.498,921.978,1199.635,956.374,820.386,436.019,208.903,123.807,0,0,0,0
scen275,0,0,0,0,0,0,0,28.047,90.286,469.86,863.394,241.198,598.683,917.094,668.307,974.24,515.079,408.265,171.12,135.527,0,0,0,0
scen276,0,0,0,0,0,0,0.566,28.951,197.359,867.659,1048.333,1606.418,1152.506,1253.885,958.523,934.109,808.522,472.384,218.274,107.482,0,0,0,0
scen277,0,0,0,0,0,0,0.357,18.95,84.744,734.613,654.274,1037.3,935.992,1046.685,930.059,908.092,702.479,416.133,183.129,110.143,0,0,0,0
scen278,0,0,0,0,0,0,0.967,26.71,131.74,516.57,1073.375,792.67,1024.292,1286.697,1064.985,1106.941,723.485,421.596,188.923,111.49,0,0,0,0
scen279,0,0,0,0,0,0,0.893,8.3,142.702,749.304,1356.93,1140.93,1179.624,992.711,1209.549,921.176,879.589,461.212,147.072,117.785,0,0,0,0
scen280,0,0,0,0,0,0,0,14.302,70.027,636.915,870.074,1121.873,1308.478,1155.378,920.878,992.216,838.726,480.982,215.897,122.906,0,0,0,0
scen281,0,0,0,0,0,0,0.274,15.06,102.341,775.385,843.171,1044.479,859.044,1055.999,1130.957,947.283,702.903,429.716,212.232,134.606,0,0,0,0
scen282,0,0,0,0,0,0,0.242,0,96.522,837.968,984.365,1063.323,1470.638,1471.858,1195.004,986.561,887.737,473.868,204.099,139.01,0,0,0,0
scen283,0,0,0,0,0,0,0.613,24.445,105.798,572.729,1335.096,1025.757,924.067,1330.66,1089.2,1193.791,776.465,512.335,177.528,128.456,0,0,0,0
scen284,0,0,0,0,0,0,0,17.727,71.034,659.532,861.168,1142.682,970.398,1064.8,954.424,865.083,803.877,494.963,225.631,141.366,0,0,0,0
scen285,0,0,0,0,0,0,0.919,15.123,0,661.735,1187.759,1050.405,1129.996,1518.042,972.147,938.715,757.073,437.688,181.73,108.261,0,0,0,0
scen286,0,0,0,0,0,0,0,0.953,99.278,791.364,866.449,842.698,981.712,1233.492,1232.985,965.032,753.234,395.585,236.389,108.652,0,0,0,0
scen287,0,0,0,0,0,0,0,24.245,226.648,855.789,1121.678,1179.533,889.411,975.021,1263.333,920.559,736.883,473.457,157.233,121.054,0,0,0,0
scen288,0,0,0,0,0,0,0.719,8.279,95.99,789.528,936.789,1464.242,751.296,942.545,900.869,975.02,761.261,428.069,193.543,135.788,0,0,0,0
scen289,0,0,0,0,0,0,0,17.721,92.209,635.251,752.232,1073.56,1102.057,1284.333,1282.731,836.503,684.175,435.347,164.103,125.773,0,0,0,0
scen290,0,0,0,0,0,0,0,0,119.84,782.34,989.041,638.702,1311.711,1060.147,970.053,1031.225,666.503,505.61,174.997,106.302,0,0,0,0
scen291,0,0,0,0,0,0,0.308,14.313,44.014,774.077,663.739,1056.683,1059.979,1196.513,1073.145,969.552,730.709,447.194,190.537,132.689,0,0,0,0
scen292,0,0,0,0,0,0,0,14.655,67.676,743.722,442.281,1045.015,1165.237,858.001,1175.101,930.205,776.206,437.6,148.956,136.252,0,0,0,0
scen293,0,0,0,0,0,0,0.837,1.582,126.06,780.033,676.161,861.723,1400.806,1081.175,919.81,831.559,592.86,521.749,198.376,110.924,0,0,0,0
scen294,0,0,0,0,0,0,1.617,47.721,155.603,600.331,894.514,546.477,942.144,1256.68,1269.543,861.398,708.559,467.53,185.359,109.273,0,0,0,0
scen295,0,0,0,0,0,0,0.272,7.095,146.635,665.705,1152.203,944.508,1044.423,959.049,1012.69,1007.874,786.411,479.33,152.821,125.845,0,0,0,0
scen296,0,0,0,0,0,0,0,15.655,203.368,662.603,1008.119,830.132,1249.315,866.989,1108.759,972.708,713.977,546.98,182.092,132.072,0,0,0,0
scen297,0,0,0,0,0,0,0.746,22.841,113.908,815.814,1292.366,807.864,1150.483,1155.521,1167.039,908.818,843.065,440.996,201.053,119.428,0,0,0,0
scen298,0,0,0,0,0,0,0,29.781,180.579,819.226,978.23,964.817,967.625,1239.398,907.558,959.427,801.517,526.008,198.106,133.954,0,0,0,0
scen299,0,0,0,0,0,0,0,12.552,112.63,614.011,1038.926,944.482,858.072,1238.356,1038.929,965.597,789.999,458.724,162.733,121.928,0,0,0,0
scen300,0,0,0,0,0,0,0.719,21.287,69.261,631.301,753.042,1412.387,1228.921,1088.073,1044.168,997.284,722.072,448.695,189.599,105.865,0,0,0,0
scen301,0,0,0,0,0,0,0.579,39.863,33.264,729.779,886.644,1032.545,760.42,1530.313,1070.536,893.143,759.713,446.504,181.987,118.638,0,0,0,0
scen302,0,0,0,0,0,0,0,20.365,111.09,576.787,1077.675,1424.482,944.257,1296.583,947.914,828.002,820.32,414.277,175.767,134.853,0,0,0,0
scen303,0,0,0,0,0,0,0.656,23.199,127.183,824.664,613.651,969.371,1558.213,1242.268,1276.27,921.653,758.84,367.585,197.348,122.91,0,0,0,0
scen304,0,0,0,0,0,0,0,33.555,98.864,713.01,931.558,906.109,1213.733,1364.471,1441.832,919.227,787.343,438.265,237.811,134.619,0,0,0,0
scen305,0,0,0,0,0,0,0,28.429,156.843,669.331,1216.921,935.903,1428.116,1134.459,1197.393,951.826,746.394,469.683,175.214,121.361,0,0,0,0
scen306,0,0,0,0,0,0,0.287,21.103,201.351,719.667,1224.564,1093.827,1085.592,1199.682,1179.229,947.486,817.109,493.737,177.582,109.179,0,0,0,0
scen307,0,0,0,0,0,0,0.815,29.175,146.158,579.984,916.843,1141.537,1385.912,1437.561,1192.701,1000.849,796.633,448.673,176.701,127.33,0,0,0,0
scen308,0,0,0,0,0,0,1.028,25.706,85.872,753.605,972.986,1305.375,1210.991,1036.311,1063.688,1114.473,757.192,524.785,202.532,141.889,0,0,0,0
scen309,0,0,0,0,0,0,0.893,8.3,142.702,749.304,1356.93,1140.93,1179.624,992.711,1209.549,921.176,879.589,461.212,147.072,117.785,0,0,0,0
scen310,0,0,0,0,0,0,0.274,15.06,102.341,775.385,843.171,1044.479,859.044,1055.999,1130.957,947.283,702.903,429.716,212.232,134.606,0,0,0,0
scen311,0,0,0,0,0,0,0.326,21.842,118.296,466.895,1188.308,1344.922,1308.077,1130.729,1003.485,990.177,703.31,441.846,180.49,108.925,0,0,0,0
scen312,0,0,0,0,0,0,0.605,34.494,120.689,704.873,599.236,1007.052,1030.432,1481.7,1196.104,894.957,769.122,438.339,165.255,107.281,0,0,0,0
scen313,0,0,0,0,0,0,0,38.022,235.784,617.036,935.974,867.822,1221.226,1550.587,1011.594,929.189,718.259,428.338,190.999,102.927,0,0,0,0
scen314,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen315,0,0,0,0,0,0,0.064,1.313,150.159,792.689,1045.607,1393.848,1224.42,1407.826,1143.764,1083.661,737.26,486.873,195.342,122.787,0,0,0,0
scen316,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen317,0,0,0,0,0,0,0.752,0,112.872,742.991,773.425,1180.173,1141.605,1382.252,930.602,812.056,836.269,498.684,163.285,127.535,0,0,0,0
scen318,0,0,0,0,0,0,0,38.188,85.683,662.275,912.566,1135.074,944.978,1462.997,1267.726,987.323,717.93,471.268,233.264,130.697,0,0,0,0
scen319,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen320,0,0,0,0,0,0,0.552,14.589,115.839,871.046,926.695,936.516,1160.472,993.295,1170.605,810.247,806.451,509.022,180.42,138.466,0,0,0,0
scen321,0,0,0,0,0,0,0,22.56,44.015,739.855,760.66,1391.715,809.536,1273.291,1200.464,984.419,765.611,424.337,200.823,136.035,0,0,0,0
scen322,0,0,0,0,0,0,0,37.642,166.64,644.968,903.384,1205.372,1368.498,921.978,1199.635,956.374,820.386,436.019,208.903,123.807,0,0,0,0
scen323,0,0,0,0,0,0,0,28.047,90.286,469.86,863.394,241.198,598.683,917.094,668.307,974.24,515.079,408.265,171.12,135.527,0,0,0,0
scen324,0,0,0,0,0,0,0.566,28.951,197.359,867.659,1048.333,1606.418,1152.506,1253.885,958.523,934.109,808.522,472.384,218.274,107.482,0,0,0,0
scen325,0,0,0,0,0,0,0.357,18.95,84.744,734.613,654.274,1037.3,935.992,1046.685,930.059,908.092,702.479,416.133,183.129,110.143,0,0,0,0
scen326,0,0,0,0,0,0,0.967,26.71,131.74,516.57,1073.375,792.67,1024.292,1286.697,1064.985,1106.941,723.485,421.596,188.923,111.49,0,0,0,0
scen327,0,0,0,0,0,0,0.845,0,65.087,855.908,1088.16,1226.585,1024.254,1138.808,1124.905,998.156,732.849,404.232,191.728,155.462,0,0,0,0
scen328,0,0,0,0,0,0,0,14.302,70.027,636.915,870.074,1121.873,1308.478,1155.378,920.878,992.216,838.726,480.982,215.897,122.906,0,0,0,0
scen329,0,0,0,0,0,0,1.355,17.941,131.789,813.885,1061.478,1280.009,1517.783,1168.075,1190.859,983.925,886.616,448.944,163.87,123.818,0,0,0,0
scen330,0,0,0,0,0,0,0.242,0,96.522,837.968,984.365,1063.323,1470.638,1471.858,1195.004,986.561,887.737,473.868,204.099,139.01,0,0,0,0
scen331,0,0,0,0,0,0,0.613,24.445,105.798,572.729,1335.096,1025.757,924.067,1330.66,1089.2,1193.791,776.465,512.335,177.528,128.456,0,0,0,0
scen332,0,0,0,0,0,0,0,17.727,71.034,659.532,861.168,1142.682,970.398,1064.8,954.424,865.083,803.877,494.963,225.631,141.366,0,0,0,0
